gem15,foot,abbreviate,10,0.000000,0.000000
gem15,foot,abode,10,0.200000,0.421637
gem15,foot,abscessed,10,0.000000,0.000000
gem15,foot,abyss,10,0.000000,0.000000
gem15,foot,accordance,10,0.100000,0.316228
gem15,foot,adjunct,10,0.100000,0.316228
gem15,foot,adjustment,10,0.500000,0.707107
gem15,foot,aerial,10,0.000000,0.000000
gem15,foot,aerially,10,0.900000,0.994429
gem15,foot,affective,10,0.100000,0.316228
gem15,foot,aftersale,10,0.200000,0.421637
gem15,foot,aftershave,10,0.100000,0.316228
gem15,foot,aging,10,0.000000,0.000000
gem15,foot,alertness,10,0.000000,0.000000
gem15,foot,allusively,10,0.000000,0.000000
gem15,foot,aloe vera,10,0.300000,0.483046
gem15,foot,always,10,0.100000,0.316228
gem15,foot,ambitiously,10,0.000000,0.000000
gem15,foot,americanize,10,0.300000,0.483046
gem15,foot,amid,10,0.100000,0.316228
gem15,foot,antler,10,0.000000,0.000000
gem15,foot,apply,10,1.100000,0.994429
gem15,foot,appreciatory,10,0.000000,0.000000
gem15,foot,arrestingly,10,0.000000,0.000000
gem15,foot,assassin,10,0.400000,0.966092
gem15,foot,assignment,10,0.500000,0.707107
gem15,foot,atmosphere,10,0.000000,0.000000
gem15,foot,atomic,10,0.100000,0.316228
gem15,foot,auction off,10,0.300000,0.483046
gem15,foot,avail,10,0.200000,0.421637
gem15,foot,balcony,10,1.000000,0.666667
gem15,foot,baseball bat,10,0.900000,1.286684
gem15,foot,befoul,10,0.400000,0.699206
gem15,foot,befuddlement,10,0.100000,0.316228
gem15,foot,behavioral,10,0.100000,0.316228
gem15,foot,beige,10,0.000000,0.000000
gem15,foot,belatedness,10,0.100000,0.316228
gem15,foot,bend,10,1.700000,0.823273
gem15,foot,billfold,10,0.300000,0.483046
gem15,foot,bimolecular,10,0.000000,0.000000
gem15,foot,biosphere,10,0.000000,0.000000
gem15,foot,blockheaded,10,0.000000,0.000000
gem15,foot,bluecoat,10,0.100000,0.316228
gem15,foot,body building,10,2.200000,0.918937
gem15,foot,bomb,10,0.300000,0.483046
gem15,foot,boo,10,0.000000,0.000000
gem15,foot,boundless,10,0.100000,0.316228
gem15,foot,brainchild,10,0.100000,0.316228
gem15,foot,brains,10,0.000000,0.000000
gem15,foot,bubbler,10,0.100000,0.316228
gem15,foot,budget,10,0.200000,0.421637
gem15,foot,bureaucrat,10,0.100000,0.316228
gem15,foot,busted,10,0.000000,0.000000
gem15,foot,call girl,10,0.800000,0.788811
gem15,foot,camper,10,1.000000,0.816497
gem15,foot,cancer,10,0.000000,0.000000
gem15,foot,casing,10,0.300000,0.483046
gem15,foot,cent,10,0.100000,0.316228
gem15,foot,challenge,10,0.400000,0.516398
gem15,foot,chart,10,0.000000,0.000000
gem15,foot,cheerfulness,10,0.000000,0.000000
gem15,foot,chemistry,10,0.000000,0.000000
gem15,foot,choreograph,10,0.700000,0.823273
gem15,foot,churchman,10,0.200000,0.421637
gem15,foot,civil suit,10,0.200000,0.421637
gem15,foot,cleaner,10,0.600000,0.516398
gem15,foot,cleanup,10,1.100000,0.737865
gem15,foot,clearinghouse,10,0.300000,0.483046
gem15,foot,clergy,10,0.000000,0.000000
gem15,foot,climatologic,10,0.000000,0.000000
gem15,foot,cling to,10,0.600000,0.699206
gem15,foot,clownery,10,1.100000,1.286684
gem15,foot,coil,10,0.400000,0.699206
gem15,foot,collaterally,10,0.100000,0.316228
gem15,foot,colonize,10,0.500000,0.527046
gem15,foot,color,10,0.200000,0.421637
gem15,foot,comatose,10,0.000000,0.000000
gem15,foot,combust,10,0.000000,0.000000
gem15,foot,commotion,10,0.200000,0.421637
gem15,foot,compatibility,10,0.000000,0.000000
gem15,foot,complicated,10,0.100000,0.316228
gem15,foot,compositionally,10,0.000000,0.000000
gem15,foot,compromising,10,0.100000,0.316228
gem15,foot,confusability,10,0.000000,0.000000
gem15,foot,congruously,10,0.000000,0.000000
gem15,foot,constitution,10,0.000000,0.000000
gem15,foot,cope with,10,0.600000,0.699206
gem15,foot,copyholder,10,0.300000,0.483046
gem15,foot,corpse,10,0.000000,0.000000
gem15,foot,crackers,10,0.200000,0.421637
gem15,foot,critter,10,0.200000,0.421637
gem15,foot,culmination,10,0.100000,0.316228
gem15,foot,curative,10,0.200000,0.421637
gem15,foot,cutlet,10,0.300000,0.483046
gem15,foot,deactivation,10,0.100000,0.316228
gem15,foot,debark,10,1.200000,0.632456
gem15,foot,decadent,10,0.100000,0.316228
gem15,foot,decentness,10,0.000000,0.000000
gem15,foot,decorative,10,0.200000,0.421637
gem15,foot,deferred,10,0.000000,0.000000
gem15,foot,definitely,10,0.000000,0.000000
gem15,foot,definitive,10,0.000000,0.000000
gem15,foot,deformed,10,0.200000,0.421637
gem15,foot,degreaser,10,0.500000,0.527046
gem15,foot,demographically,10,0.000000,0.000000
gem15,foot,deodorant,10,0.000000,0.000000
gem15,foot,departmentalize,10,0.100000,0.316228
gem15,foot,depreciatively,10,0.000000,0.000000
gem15,foot,detacher,10,0.500000,0.527046
gem15,foot,disentanglement,10,0.300000,0.483046
gem15,foot,disorient,10,0.300000,0.483046
gem15,foot,disproof,10,0.000000,0.000000
gem15,foot,disrespectful,10,0.200000,0.421637
gem15,foot,dissect,10,0.600000,0.699206
gem15,foot,doglike,10,0.100000,0.316228
gem15,foot,dough,10,0.400000,0.699206
gem15,foot,doze,10,0.000000,0.000000
gem15,foot,dragged,10,2.100000,1.100505
gem15,foot,drearily,10,0.100000,0.316228
gem15,foot,drudge,10,1.400000,0.966092
gem15,foot,dry cleaner,10,0.300000,0.483046
gem15,foot,early,10,0.100000,0.316228
gem15,foot,economy,10,0.100000,0.316228
gem15,foot,eight,10,0.000000,0.000000
gem15,foot,electrometer,10,1.100000,1.100505
gem15,foot,emergency exit,10,1.100000,0.567646
gem15,foot,emulator,10,0.400000,0.516398
gem15,foot,engaged,10,0.600000,0.699206
gem15,foot,entrenchment,10,0.200000,0.421637
gem15,foot,entrepreneurship,10,0.300000,0.483046
gem15,foot,epilepsy,10,0.000000,0.000000
gem15,foot,erogenous,10,0.300000,0.483046
gem15,foot,evolvement,10,0.000000,0.000000
gem15,foot,excommunicable,10,0.000000,0.000000
gem15,foot,expression,10,0.000000,0.000000
gem15,foot,extendibility,10,0.100000,0.316228
gem15,foot,extensively,10,0.300000,0.483046
gem15,foot,extractive,10,0.900000,0.737865
gem15,foot,extremism,10,0.200000,0.421637
gem15,foot,eye drops,10,0.000000,0.000000
gem15,foot,eyewash,10,0.400000,0.516398
gem15,foot,factory,10,0.500000,0.527046
gem15,foot,fanged,10,0.000000,0.000000
gem15,foot,fat cat,10,0.000000,0.000000
gem15,foot,fiendlike,10,0.000000,0.000000
gem15,foot,filmgoer,10,0.400000,0.516398
gem15,foot,find,10,1.100000,1.197219
gem15,foot,fireboat,10,0.300000,0.483046
gem15,foot,firecracker,10,0.400000,0.699206
gem15,foot,flammable,10,0.100000,0.316228
gem15,foot,flute,10,0.000000,0.000000
gem15,foot,foodstuff,10,0.300000,0.483046
gem15,foot,forbiddingly,10,0.000000,0.000000
gem15,foot,formally,10,0.000000,0.000000
gem15,foot,foster,10,0.200000,0.421637
gem15,foot,friday,10,0.000000,0.000000
gem15,foot,frown,10,0.000000,0.000000
gem15,foot,fruit salad,10,0.300000,0.483046
gem15,foot,fumigant,10,0.000000,0.000000
gem15,foot,funeral home,10,0.200000,0.421637
gem15,foot,garter belt,10,0.200000,0.421637
gem15,foot,ghastly,10,0.100000,0.316228
gem15,foot,google,10,0.000000,0.000000
gem15,foot,grader,10,0.400000,0.516398
gem15,foot,grandbaby,10,0.100000,0.316228
gem15,foot,greenish,10,0.000000,0.000000
gem15,foot,gulp,10,0.100000,0.316228
gem15,foot,gushiness,10,0.000000,0.000000
gem15,foot,hailstorm,10,0.100000,0.316228
gem15,foot,halfcocked,10,0.300000,0.483046
gem15,foot,happen,10,0.000000,0.000000
gem15,foot,harm,10,0.100000,0.316228
gem15,foot,havoc,10,0.300000,0.674949
gem15,foot,hemophilia,10,0.100000,0.316228
gem15,foot,heterosexual,10,0.000000,0.000000
gem15,foot,highhanded,10,0.100000,0.316228
gem15,foot,himself,10,0.000000,0.000000
gem15,foot,hindrance,10,0.100000,0.316228
gem15,foot,homestead,10,0.900000,0.875595
gem15,foot,housemaster,10,0.200000,0.421637
gem15,foot,hysteric,10,0.500000,0.527046
gem15,foot,icing,10,0.100000,0.316228
gem15,foot,illness,10,0.200000,0.421637
gem15,foot,immigrant,10,0.300000,0.674949
gem15,foot,impolite,10,0.000000,0.000000
gem15,foot,inaudibility,10,0.000000,0.000000
gem15,foot,inaugural,10,0.000000,0.000000
gem15,foot,indirectly,10,0.000000,0.000000
gem15,foot,inflamer,10,0.100000,0.316228
gem15,foot,inflaming,10,0.100000,0.316228
gem15,foot,inflexibly,10,0.000000,0.000000
gem15,foot,institutional,10,0.100000,0.316228
gem15,foot,instrumentally,10,0.000000,0.000000
gem15,foot,intercept,10,0.700000,0.674949
gem15,foot,intergrowth,10,0.500000,0.527046
gem15,foot,intern,10,0.600000,0.699206
gem15,foot,internalization,10,0.100000,0.316228
gem15,foot,intoxicating,10,0.100000,0.316228
gem15,foot,keel,10,0.600000,0.966092
gem15,foot,keycard,10,0.200000,0.632456
gem15,foot,kind,10,0.100000,0.316228
gem15,foot,klutziness,10,1.400000,0.843274
gem15,foot,lag,10,0.300000,0.674949
gem15,foot,laser,10,0.100000,0.316228
gem15,foot,leaflet,10,0.300000,0.674949
gem15,foot,leanness,10,0.100000,0.316228
gem15,foot,lessening,10,0.100000,0.316228
gem15,foot,light beam,10,0.100000,0.316228
